word,meaning,option1,option2,option3,Ginger,River,Sigma
BILL,帳單,吞,安全的,打開,0,0,0
BIOLOGY,生物,把戲,叔.伯.舅.姑/姨丈,列印,0,0,0
BIRD,鳥,注意,母親,穀物麥片,0,0,0
BIRTHDAY,生日,使驚恐,啤酒,使興奮,0,0,0
BITE,咬,十七,校長,空氣,0,0,0
BITTER,苦的,挑選,教室,腰,0,0,0
BLACK,黑色(的),耳朵,想像,美術,0,0,0
BLACKBOARD,黑板,毛巾,害怕的,上帝,0,0,0
BLAME,責罵,豆腐,灰色(的),洋裝,0,0,0
BLANK,空格,珍貴的,睡覺,機會,0,0,0
BLANKET,毯子,跳舞,下雪的,十五,0,0,0
BLESS,祝福,和平(不可數),週四,古老的,0,0,0
BLIND,盲的,髒的,蝦子,扶手椅,0,0,0
BLOCK,街區,(,風(習)俗,女神,0,0,0
BLOOD,血,掃地,(,在,0,0,0
BLOUSE,短上衣,這,然而,僱用,0,0,0
BLOW,吹,強壯的,拒絕,蛋,0,0,0
BLUE,藍色(的),(,小販,島,0,0,0
BOARD,板,越過,冷酷的,紳士,0,0,0
BOAT,小船,頻道,請客,膠水,0,0,0
BODY,身體,使驚訝,醬油,歡迎,0,0,0
BOIL,煮沸,週一,紳士,同意,0,0,0
BOMB,炸彈,下午,追蹤,醬油,0,0,0
BONE,骨頭,越過,最後,樂團,0,0,0
BOOK,書,藍色(的),走路,厚的,0,0,0
BOOKCASE,書架,豬,東方(的),很少,0,0,0
BOOKSTORE,書店,也,水果,領導者,0,0,0
BORED,感到無聊的,昂貴的,榔頭,意外,0,0,0
BORING,枯燥無趣的,打擾,枕頭,討論,0,0,0
BORN,出生的,人群,牙齒,髒的,0,0,0
BORROW,借(入),慾望,輪子,有活力的,0,0,0
BOSS,上司,穀物麥片,網子,袋子,0,0,0
BOTH,兩者(都),鋼琴,從不,鬼魂,0,0,0
BOTHER,打擾,歡迎,一月,好奇的,0,0,0
BOTTLE,一瓶,聽(到),警鈴,想要,0,0,0
BOTTOM,底部,喇叭,(沙拉)油,輕型機車,0,0,0
BOW,鞠躬,主要的,教室,往,0,0,0
BOWL,碗,羔羊,游泳,報紙,0,0,0
BOWLING,保齡球,想家的,投票,網際網路,0,0,0
BOY,男孩,大學,捉,浴缸,0,0,0
BRANCH,分枝,便利的,喉嚨,城鎮,0,0,0
BRAVE,勇敢的,十一,明天,筆記,0,0,0
BREAD,麵包,救護車,相當地,啤酒,0,0,0
BREAK,破裂,小說,(,基地,0,0,0
BREAKFAST,早餐,青蛙,滑雪,事件,0,0,0
BRICK,磚塊,處罰,尤其是,餐廳,0,0,0
BRIDGE,橋,排球,傍(夜)晚,工廠,0,0,0
BRIGHT,明亮的,騎,影響力,苦的,0,0,0
BRING,帶來,僱用,圓,七十,0,0,0
BROAD,寬廣的,長凳,問,教,0,0,0
BROADCAST,廣播,管子,一套,週日,0,0,0
BROTHER,兄弟,下雨,眼睛,天,0,0,0
BROWN,咖啡色(的),相似的,廁所,完美的,0,0,0
BRUNCH,早午餐,(,在,爆米花,0,0,0
BRUSH,刷,不快樂的,脖子,國王,0,0,0
BUCKET,水桶,寵物,意指,(,0,0,0
BUFFET,自助餐館,往後,狗,照片,0,0,0
BUG,(小)蟲,準備,正面的,事件,0,0,0
BUILD,建造,聾的,厚的,奇怪的,0,0,0
BUILDING,建築物,受歡迎的,歡喜,長褲,0,0,0
BUN,小圓麵包,結婚,團體,寺廟,0,0,0
BUNDLE,一捆(卷,故事,死亡,種植,0,0,0
BURGER,(漢)堡,十九,頭,晚餐,0,0,0
BURN,燒,磚塊,往後,需要,0,0,0
BURST,迸裂,鳥,穀物麥片,天花板,0,0,0
BUS,公車,液體,上面(的),想家的,0,0,0
BUSINESS,生意,考不及格,恐懼,好吃的,0,0,0
BUSY,忙碌的,粉末(不可數),歡迎,書房,0,0,0
BUT,但是,開始,慶祝,兔子,0,0,0
BUTTER,奶油,牙刷,嗜好,修理,0,0,0
BUTTERFLY,蝴蝶,一打,廚房,開始,0,0,0
BUTTON,鈕扣,抽菸,是否,酸的,0,0,0
BUY,買,卡通,擁抱,羔羊,0,0,0
CABBAGE,包心菜,老鷹,牙痛,有價值的,0,0,0
CABLE,電纜線,南瓜,獨自的,計畫,0,0,0
CAFETERIA,自助餐館,美麗,祈禱,下雨,0,0,0
CAGE,籠子,男服務生,小氣的,檢查,0,0,0
CAKE,蛋糕,怪物,軍隊,一打,0,0,0
CALENDAR,月(日)曆,提供,使困惑,錯誤,0,0,0
CALL,打電話,音樂,午夜,牆(壁),0,0,0
CALM,使冷靜,鑰匙,外交官,記得,0,0,0
CAMERA,照相機,龍,誠實的,講話,0,0,0
CAMP,露營,紫色(的),哈囉,把戲,0,0,0
CAMPING,露營,極好的,付錢,如此的,0,0,0
CAMPUS,校園,壓力(不可數),辦公室,購物中心,0,0,0
CAN,罐頭,飛盤,領帶,平躺,0,0,0
CANCEL,取消,下巴,忘記,堅持,0,0,0
CANCER,癌症,帶來,新鮮的,使滿意,0,0,0
CANDLE,蠟燭,蝙蝠,極好的,老虎,0,0,0
CANDY,糖果,影響力,大門,居住,0,0,0
CAP,(鴨舌)帽,戲劇,狀態,最後的,0,0,0
CAPTAIN,領隊,爐灶,有能力的,煮沸,0,0,0
CAR,汽車,茶,分鐘,月亮,0,0,0
CARD,牌,幽默,文化,它自己,0,0,0
CARE,關心,歌手,遊戲,(海,0,0,0
CAREFUL,仔細,烤肉,眼睛,生意,0,0,0
CARELESS,粗心的,死亡,哪一個,(沒腳的)蟲,0,0,0
CARPET,地毯,轉(彎),臀部,日記,0,0,0
CARROT,胡蘿蔔,風景(不可數),正的,自助餐館,0,0,0
CARRY,攜帶,中間的,(用單數動詞),複習,0,0,0
CARTOON,卡通,命令,接受,(不可數),0,0,0
CASE,盒子,人,(寬圓)帽,勇氣(不可數),0,0,0
CASSETTE,卡式磁帶,遞送,地下鐵,沙漠,0,0,0
CASTLE,城堡,椅子,圖,一雙,0,0,0
CAT,貓,飢餓的,地圖,怒氣,0,0,0
CATCH,捉,幾乎,乘客,壓力(不可數),0,0,0
CAUSE,因素,握,請,沿著,0,0,0
CEILING,天花板,信任,(,魔術師,0,0,0
CELEBRATE,慶祝,珍貴的,讚美,美國,0,0,0
CELLPHONE,手機,攻擊,多霧的,擁擠的,0,0,0
CENT,分(錢),相像的,麵包,錄影機(帶),0,0,0
CENTER,中心,山谷,奶油,比較多,0,0,0
CENTIMETER,公分,溫暖的,擁抱,交通,0,0,0
CENTRAL,中心的,慢跑,最後的,結果,0,0,0
CENTURY,一世紀,帳篷,看到,女兒,0,0,0
CEREAL,穀物麥片,小販,手腕,完成,0,0,0
CHAIR,椅子,人行道,你們自己,小孩,0,0,0
CHANCE,機會,啤酒,帥的,煎,0,0,0
CHANNEL,頻道,垃圾,生病,腰,0,0,0
CHARACTER,角色,辣,移動,歡喜,0,0,0
CHARGE,索價,部門,當然的,機器人,0,0,0
CHART,表格,轉角,頭暈的,半(小時),0,0,0
CHASE,追逐,必定,坐(下),自然,0,0,0
CHEAP,便宜的,破裂,慢跑,拒給,0,0,0
CHEAT,欺騙,不可能的,考不及格,音樂,0,0,0
CHECK,檢查,雖然,假期,帥的,0,0,0
CHEESE,起司,農場,高度,合約,0,0,0
CHEMISTRY,化學,地下鐵,前面的,出去,0,0,0
CHESS,西洋棋,想要,零食,袋子,0,0,0
CHICKEN,雞肉,危險,大聲的,早上,0,0,0
CHILD,小孩,合約,美麗,右邊(的),0,0,0
CHILDHOOD,童年,報告,極好的,損害,0,0,0
CHILDISH,幼稚的,船,便宜的,使驚訝,0,0,0
CHILDLIKE,天真的,教,畫畫,導遊,0,0,0
CHIN,下巴,出去,最新的,開始,0,0,0
CHINA,中國,唱歌,曾經,貪心的,0,0,0
CHINESE,國文,父親,在,飢餓,0,0,0
CHOCOLATE,巧克力,手表,襪子,聾的,0,0,0
CHOICE,選擇,(用單數動詞),和平(不可數),在附近,0,0,0
CHOOSE,選擇,苦的,皮包骨的,乘客,0,0,0
CHOPSTICKS,筷子,很少,肥皂,閃電,0,0,0
CHRISTMAS,聖誕節,沙漠,課,參加,0,0,0
CHUBBY,圓胖的,大量,食物,生病的,0,0,0
CHURCH,教堂,真地,工人,背心,0,0,0
CIRCLE,圓,離開,西方(的),燒,0,0,0
CITY,城市,社會的,使冷靜,制服,0,0,0
CLAP,拍(手),洋蔥,僱用,死亡的,0,0,0
CLASS,班級,床單,抽菸,尊敬,0,0,0
CLASSICAL,古典的,往前,畫畫,蜘蛛,0,0,0
CLASSMATE,同班同學,潮濕的,粗心的,使尷尬,0,0,0
CLASSROOM,教室,虛弱的,緊張的,自然,0,0,0
CLEAN,打掃,生病,樂團,朋友,0,0,0
CLEAR,晴朗的,往前,玩具,雪,0,0,0
CLERK,店員,友誼,外交官,腳,0,0,0
CLEVER,機敏,發現,引擎,發明,0,0,0
CLIMATE,氣候,這,幽默,讚美,0,0,0
CLIMB,攀爬,屋頂,跳舞,姑.姨.嬸.伯/舅母,0,0,0
CLOCK,時鐘,墨水,牙痛,雜誌,0,0,0
CLOSE,關閉,公園,玩,準備,0,0,0
CLOSET,衣櫥(櫃),海邊,答應,腳踝,0,0,0
CLOTHES,衣服,進步(不可數),沉默的,發狂,0,0,0
CLOUD,雲,太陽,火雞,高度,0,0,0
CLOUDY,多雲的,蛇,事先,口袋,0,0,0
CLUB,社團,動物園,主要的,盒子,0,0,0
COACH,教練,切(薄)片,花園,黑色(的),0,0,0
COAST,海岸,海鮮,死亡,球員,0,0,0
COAT,(西裝)外套,那些,女人,真地,0,0,0
COCKROACH,蟑螂,錄影機(帶),微笑,害怕的,0,0,0
COFFEE,咖啡,雞肉,費用,(淺)盤子,0,0,0
COIN,硬幣,大方,在,聽(到),0,0,0
COLA,可樂,依靠,污染,空氣,0,0,0
COLD,感冒,狀態,句子,恐懼,0,0,0
COLLECT,選擇,鼻子,相信,樹,0,0,0
COLLEGE,大學,天花板,畫家,鸚鵡,0,0,0
COLOR,顏色,商店,在,禮物,0,0,0
COLORFUL,多采多姿的,管子,玩具,平等的,0,0,0
COMB,梳子,海邊,尤其是,遲(晚)的,0,0,0
COME,來,平底鍋,部分,大學,0,0,0
COMIC,漫畫,遠的,出去,約會,0,0,0
COMMAND,命令,攜帶,嘴唇,教堂,0,0,0
COMMENT,下評論,邊緣,酸的,節慶,0,0,0
COMMON,普遍的,毒(物),二,三月,0,0,0
COMPANY,公司,否定的,價值,死亡,0,0,0
COMPARE,比較,城堡,相似的,河流,0,0,0
COMPLAIN,抱怨,(,襪子,重量,0,0,0
COMPLETE,完成,但是,改善,好的,0,0,0
COMPUTER,電腦,颱風,打氣,島,0,0,0
CONCERN,使關心,文化,電(動)的,城市,0,0,0
CONFIDENT,有自信的,吠,甜的,臉,0,0,0
CONFUSE,使困惑,除了,鳥,喇叭,0,0,0
CONSIDER,考慮,目標,米,隨身聽,0,0,0
CONTINUE,繼續,牆(壁),精神,穿越,0,0,0
CONTRACT,合約,吹,主要的,月(份),0,0,0
CONTROL,控制,某處,皮包骨的,勤勉的,0,0,0
CONVENIENT,便利的,橄欖球,孫子,恐懼,0,0,0
COOK,煮,使集中,(深)盤子,背心,0,0,0
COOKIE,餅乾,歌曲,皮夾,女神,0,0,0
COOKING,烹飪,(沙拉)油,好的,博物館,0,0,0
COOL,酷的,溫和的,裙子,蘋果,0,0,0
COPY,拷貝,龍,期間,美麗,0,0,0
CORN,玉米,壺,和平(不可數),健行,0,0,0
CORNER,轉角,(用單數動詞),海岸,十九,0,0,0
CORRECT,修正,他們的,床,漂亮的,0,0,0
COTTON,棉花,你們自己,前面的,房間,0,0,0
COUCH,長沙發,國王,訪問,句子,0,0,0
COUGH,咳嗽,搶劫,十九,糖果,0,0,0
COUNT,計算,情侶,棒極了的,學期,0,0,0
COUNTRY,鄉下,劃分,嗜好,(,0,0,0
COUPLE,情侶,警衛,週五,魔術師,0,0,0
COURAGE,勇氣(不可數),童年,作家,(,0,0,0
COURSE,課程,你(們)的,多風的,九,0,0,0
COURT,球場,猴子,在國外,關閉,0,0,0
COUSIN,堂表兄弟姐妹,吉他,給,什麼原因,0,0,0
COVER,覆蓋,吹,書店,敲擊,0,0,0
COW,牛,幽默,右邊(的),團體,0,0,0
COWBOY,牛仔,博物館,癌症,抽屜,0,0,0
CRAB,螃蟹,皇后,蛋,(鴨舌)帽,0,0,0
CRAYON,蠟筆,下雨,背部,金子,0,0,0
CRAZY,瘋狂,商店,可怕的,翹翹板,0,0,0
CREAM,奶油,淑女,古典的,一世紀,0,0,0
CREATE,創造,吃,(用單數動詞),袋子,0,0,0
CRIME,罪行,打電話,任期,期待,0,0,0
CROSS,越過,(,刀子,繪畫,0,0,0
CROWD,人群,總統,有用的,航行,0,0,0
CROWDED,擁擠的,公尺,拒給,救護車,0,0,0
CRUEL,冷酷的,令人愉悅的,幫忙,把戲,0,0,0
CRY,哭泣,鴨子,發生,千,0,0,0
CULTURE,文化,班級,想家的,天氣,0,0,0
CUP,(小)杯子,驢子,豆腐,奶油,0,0,0
CURE,治療,緊張的,什麼人,風景(不可數),0,0,0
CURIOUS,好奇的,打字,三角形,(不可數),0,0,0
CURRENT,現行的,領帶,活著的,蚊子,0,0,0
CURTAIN,窗簾,看到,物理,青少年,0,0,0
CURVE,曲線,藥局,門,汙染(不可數),0,0,0
CUSTOM,風(習)俗,請,左邊(的),例子,0,0,0
CUSTOMER,顧客,野狼,開槍,一,0,0,0
CUT,切,袋鼠,書桌,獨一無二的,0,0,0
CUTE,可愛的,歌曲,淚水,睡著的,0,0,0
DAILY,日常的,美國人,粗魯,不快樂的,0,0,0
DAMAGE,損害,節目,搖晃,苦的,0,0,0
DANCE,跳舞,故事,也不(倒裝),漢堡,0,0,0
DANCING,跳舞,人群,年輕的,三月,0,0,0
DANGER,危險,制服,傢伙,有名的,0,0,0
DANGEROUS,危險的,昆蟲,煮沸,桃子,0,0,0
DARK,黑暗的,粉紅色(的),當地的,目標,0,0,0
DATE,約會,掉落,拉,醬油,0,0,0
DAUGHTER,女兒,街區,標題,吹,0,0,0
DAWN,清晨,排,圖書館,嘴巴,0,0,0
DAY,天,樓上,米,顧客,0,0,0
DEAD,死亡的,蚊子,合約,追蹤,0,0,0
DEAF,聾的,不誠實的,擔心,繪畫,0,0,0
DEAL,經營,出口,某處,粉末(不可數),0,0,0
DEAR,親愛的,動物園,梳妝檯,(海,0,0,0
DEATH,死亡,平原,顧客,會員,0,0,0
DEBATE,辯論,在附近,負的,禮物,0,0,0
DECEMBER,十二月,打掃,有可能的,在,0,0,0
DECIDE,決定,屋頂,餐(點),山,0,0,0
DECISION,決定,老鼠,遊戲,電子郵件,0,0,0
DECORATE,裝飾,價值,一,危險的,0,0,0
DECREASE,減少,雷,沿著,公司,0,0,0
DEEP,深的,聽(到),幽默,飽的,0,0,0
DEER,鹿,成功,事實上,轉(彎),0,0,0
DEGREE,度,翅膀,玫瑰花,學生,0,0,0
DELICIOUS,美味的,抵達,度,一包(袋),0,0,0
DELIVER,遞送,困難,家事,(,0,0,0
DENTIST,牙醫,一套,大學,床單,0,0,0
DEPARTMENT,部門,提醒,痛苦,負的,0,0,0
DEPEND,依靠,二十,站立,好的,0,0,0
DESCRIBE,描述,事情,內衣,外交官,0,0,0
DESERT,沙漠,發燒,下巴,長的,0,0,0
DESIGN,設計,簡單的,戲劇,劇院,0,0,0
DESIRE,慾望,膠水,枯燥無趣的,禮物,0,0,0
DESK,書桌,它的,公分,襯衫,0,0,0
DESSERT,甜點,迸裂,說謊,公里,0,0,0
DETECT,描寫,孤獨,第三,鑽石,0,0,0
DEVELOP,發展,貨車,吹風機,痛苦,0,0,0
DIAL,撥打,度量單位,玩,握,0,0,0
DIAMOND,鑽石,火,錄影機(帶),他自己,0,0,0
DIARY,日記,產品,平躺,忙碌的,0,0,0
DICTIONARY,字典,也不,天橋,蝴蝶,0,0,0
DIE,死亡,通常的,胡蘿蔔,技師,0,0,0
DIET,飲食,新聞記者,門,九,0,0,0
DIFFERENCE,不同,清洗,記得,比較晚的,0,0,0
DIFFERENT,不同的,男演員,方向,高興的,0,0,0
DIFFICULT,困難的,偷,嚐(到),簽字筆,0,0,0
DIFFICULTY,困難,鵝,一樣的,未來,0,0,0
DIG,挖掘,上升,慾望,六月,0,0,0
DILIGENT,勤勉的,成為,毛衣,早上,0,0,0
DINNER,晚餐,教,狗,手表,0,0,0
DINOSAUR,恐龍,小圓麵包,噪音,(,0,0,0
DIPLOMAT,外交官,三角形,重的,午餐,0,0,0
DIRECT,指揮,可樂,(放句尾),使集中,0,0,0
DIRECTION,方向,有自信的,貿易,週一,0,0,0
DIRTY,髒的,父親,安靜的,裝飾,0,0,0
DISAPPEAR,消失,工廠,咳嗽,原子筆,0,0,0
DISCOVER,發現,度,腰,最後,0,0,0
DISCUSS,討論,享受,鑽石,打招呼,0,0,0
DISCUSSION,討論,或許,芒果,約會,0,0,0
DISH,(深)盤子,微波爐,假日,嘴唇,0,0,0
DISHONEST,不誠實的,變遷,金子,後者的,0,0,0
DISTANCE,距離,(,吼叫,七十,0,0,0
DISTANT,(距離)遠的,水手,(寬圓)帽,顏色,0,0,0
DIVIDE,劃分,精神,地區,中華民國,0,0,0
DIZZY,頭暈的,價值,(小)蟲,我們自己,0,0,0
DOCTOR,醫生,結果,保護,物體,0,0,0
DOG,狗,重複,最後的,使用,0,0,0
DOLL,洋娃娃,提供,數字,最少,0,0,0
DOLLAR,元,改善,網子,月台,0,0,0
DOLPHIN,海豚,網子,從,萵苣,0,0,0
DONKEY,驢子,教,五月,露營,0,0,0
DOOR,門,從,討論,猴子,0,0,0
DOT,點,卡式磁帶,個人的,片刻,0,0,0
DOUBLE,雙倍的,球場,拇指,足球,0,0,0
DOUBT,懷疑,大聲的,這裡,蒸氣,0,0,0
DOUGHNUT,甜甜圈,團體,大頭針,機會,0,0,0
DOWN,往下,責任,夥伴,使關心,0,0,0
DOWNSTAIRS,樓下,領帶,騎,筆直的,0,0,0
DOWNTOWN,市區,雖然,灰色(的),戲劇,0,0,0
DOZEN,一打,在,(,保持,0,0,0
DRAGON,龍,你(們)的,塔,切,0,0,0
DRAMA,戲劇,刀子,毯子,湖泊,0,0,0
DRAW,畫畫,得到,飛盤,露營,0,0,0
DRAWER,抽屜,甜的,面具,蓋子,0,0,0
DRAWING,畫畫,深的,節省,休息,0,0,0
DREAM,夢想,過去,模特兒,勇氣(不可數),0,0,0
DRESS,洋裝,包含,金屬,聚集,0,0,0
DRESSER,梳妝檯,聖誕節,害怕的,湯匙,0,0,0
DRINK,飲料,溜冰,收音機,湯,0,0,0
DRIVE,駕駛,跳躍,柳橙,公主,0,0,0
DRIVER,司機,死亡,年輕的,(,0,0,0
DROP,掉落,公克,或許,流行性感冒,0,0,0
DRUGSTORE,藥局,事件,小的,雪,0,0,0
